,old_slurm_index,slurm_index,index,files,cycle,pass,tile,version,counter
517,893,517,3727,SWOT_L2_HR_PIXC_005_007_235R_20231012T222151_20231012T222202_PGC0_01.nc,5,7,235R,PGC0,1
518,894,518,3730,SWOT_L2_HR_PIXC_005_007_236L_20231012T222201_20231012T222212_PGC0_01.nc,5,7,236L,PGC0,1
519,895,519,3729,SWOT_L2_HR_PIXC_005_007_236R_20231012T222201_20231012T222212_PGC0_01.nc,5,7,236R,PGC0,1
520,896,520,3732,SWOT_L2_HR_PIXC_005_007_237L_20231012T222211_20231012T222222_PGC0_01.nc,5,7,237L,PGC0,1
521,898,521,3734,SWOT_L2_HR_PIXC_005_007_238L_20231012T222221_20231012T222232_PGC0_01.nc,5,7,238L,PGC0,1
522,900,522,3736,SWOT_L2_HR_PIXC_005_007_239L_20231012T222231_20231012T222242_PGC0_01.nc,5,7,239L,PGC0,1
523,903,523,3738,SWOT_L2_HR_PIXC_005_020_078L_20231013T090426_20231013T090437_PGC0_01.nc,5,20,078L,PGC0,1
524,904,524,3739,SWOT_L2_HR_PIXC_005_020_079L_20231013T090436_20231013T090447_PGC0_01.nc,5,20,079L,PGC0,1
525,905,525,3740,SWOT_L2_HR_PIXC_005_020_080L_20231013T090446_20231013T090457_PGC0_01.nc,5,20,080L,PGC0,1
526,906,526,3741,SWOT_L2_HR_PIXC_005_020_081L_20231013T090456_20231013T090507_PGC0_01.nc,5,20,081L,PGC0,1
527,907,527,3744,SWOT_L2_HR_PIXC_005_020_082L_20231013T090506_20231013T090517_PGC0_01.nc,5,20,082L,PGC0,1
528,908,528,3742,SWOT_L2_HR_PIXC_005_020_082R_20231013T090506_20231013T090517_PGC0_01.nc,5,20,082R,PGC0,1
529,909,529,3745,SWOT_L2_HR_PIXC_005_020_083L_20231013T090516_20231013T090525_PGC0_01.nc,5,20,083L,PGC0,1
530,910,530,3743,SWOT_L2_HR_PIXC_005_020_083R_20231013T090516_20231013T090525_PGC0_01.nc,5,20,083R,PGC0,1
531,911,531,3747,SWOT_L2_HR_PIXC_005_035_227L_20231013T222106_20231013T222113_PGC0_01.nc,5,35,227L,PGC0,1
532,912,532,3746,SWOT_L2_HR_PIXC_005_035_227R_20231013T222106_20231013T222113_PGC0_01.nc,5,35,227R,PGC0,1
533,913,533,3749,SWOT_L2_HR_PIXC_005_035_228L_20231013T222112_20231013T222123_PGC0_01.nc,5,35,228L,PGC0,1
534,914,534,3748,SWOT_L2_HR_PIXC_005_035_228R_20231013T222112_20231013T222123_PGC0_01.nc,5,35,228R,PGC0,1
535,915,535,3752,SWOT_L2_HR_PIXC_005_035_229L_20231013T222122_20231013T222133_PGC0_01.nc,5,35,229L,PGC0,1
536,916,536,3750,SWOT_L2_HR_PIXC_005_035_229R_20231013T222122_20231013T222133_PGC0_01.nc,5,35,229R,PGC0,1
537,917,537,3753,SWOT_L2_HR_PIXC_005_035_230L_20231013T222132_20231013T222143_PGC0_01.nc,5,35,230L,PGC0,1
538,918,538,3751,SWOT_L2_HR_PIXC_005_035_230R_20231013T222132_20231013T222143_PGC0_01.nc,5,35,230R,PGC0,1
539,919,539,3754,SWOT_L2_HR_PIXC_005_035_231L_20231013T222142_20231013T222153_PGC0_01.nc,5,35,231L,PGC0,1
540,920,540,3755,SWOT_L2_HR_PIXC_005_035_231R_20231013T222142_20231013T222153_PGC0_01.nc,5,35,231R,PGC0,1
541,921,541,3757,SWOT_L2_HR_PIXC_005_035_232L_20231013T222152_20231013T222203_PGC0_01.nc,5,35,232L,PGC0,1
542,922,542,3756,SWOT_L2_HR_PIXC_005_035_232R_20231013T222152_20231013T222203_PGC0_01.nc,5,35,232R,PGC0,1
543,923,543,3759,SWOT_L2_HR_PIXC_005_035_233L_20231013T222202_20231013T222213_PGC0_01.nc,5,35,233L,PGC0,1
544,924,544,3758,SWOT_L2_HR_PIXC_005_035_233R_20231013T222202_20231013T222213_PGC0_01.nc,5,35,233R,PGC0,1
545,925,545,3761,SWOT_L2_HR_PIXC_005_035_234L_20231013T222212_20231013T222223_PGC0_01.nc,5,35,234L,PGC0,1
546,926,546,3760,SWOT_L2_HR_PIXC_005_035_234R_20231013T222212_20231013T222223_PGC0_01.nc,5,35,234R,PGC0,1
547,927,547,3763,SWOT_L2_HR_PIXC_005_035_235L_20231013T222222_20231013T222233_PGC0_01.nc,5,35,235L,PGC0,1
548,928,548,3762,SWOT_L2_HR_PIXC_005_035_235R_20231013T222222_20231013T222233_PGC0_01.nc,5,35,235R,PGC0,1
549,930,549,3764,SWOT_L2_HR_PIXC_005_035_236R_20231013T222232_20231013T222243_PGC0_01.nc,5,35,236R,PGC0,1
550,932,550,3766,SWOT_L2_HR_PIXC_005_035_237R_20231013T222242_20231013T222253_PGC0_01.nc,5,35,237R,PGC0,1
551,933,551,3769,SWOT_L2_HR_PIXC_005_035_238L_20231013T222252_20231013T222303_PGC0_01.nc,5,35,238L,PGC0,1
552,934,552,3768,SWOT_L2_HR_PIXC_005_035_238R_20231013T222252_20231013T222303_PGC0_01.nc,5,35,238R,PGC0,1
553,938,553,3773,SWOT_L2_HR_PIXC_005_063_226R_20231014T222123_20231014T222134_PGC0_01.nc,5,63,226R,PGC0,1
554,939,554,3774,SWOT_L2_HR_PIXC_005_063_227R_20231014T222133_20231014T222144_PGC0_01.nc,5,63,227R,PGC0,1
555,940,555,3775,SWOT_L2_HR_PIXC_005_063_228R_20231014T222143_20231014T222154_PGC0_01.nc,5,63,228R,PGC0,1
556,941,556,3776,SWOT_L2_HR_PIXC_005_063_229R_20231014T222153_20231014T222204_PGC0_01.nc,5,63,229R,PGC0,1
557,942,557,3777,SWOT_L2_HR_PIXC_005_063_230R_20231014T222203_20231014T222214_PGC0_01.nc,5,63,230R,PGC0,1
558,943,558,3779,SWOT_L2_HR_PIXC_005_063_231L_20231014T222213_20231014T222224_PGC0_01.nc,5,63,231L,PGC0,1
559,944,559,3778,SWOT_L2_HR_PIXC_005_063_231R_20231014T222213_20231014T222224_PGC0_01.nc,5,63,231R,PGC0,1
560,945,560,3781,SWOT_L2_HR_PIXC_005_063_232L_20231014T222223_20231014T222234_PGC0_01.nc,5,63,232L,PGC0,1
561,946,561,3780,SWOT_L2_HR_PIXC_005_063_232R_20231014T222223_20231014T222234_PGC0_01.nc,5,63,232R,PGC0,1
562,947,562,3785,SWOT_L2_HR_PIXC_005_063_233L_20231014T222233_20231014T222244_PGC0_01.nc,5,63,233L,PGC0,1
563,948,563,3782,SWOT_L2_HR_PIXC_005_063_233R_20231014T222233_20231014T222244_PGC0_01.nc,5,63,233R,PGC0,1
564,949,564,3783,SWOT_L2_HR_PIXC_005_063_234L_20231014T222243_20231014T222254_PGC0_01.nc,5,63,234L,PGC0,1
565,950,565,3784,SWOT_L2_HR_PIXC_005_063_234R_20231014T222243_20231014T222254_PGC0_01.nc,5,63,234R,PGC0,1
566,953,566,3789,SWOT_L2_HR_PIXC_005_063_236L_20231014T222303_20231014T222314_PGC0_01.nc,5,63,236L,PGC0,1
567,956,567,3790,SWOT_L2_HR_PIXC_005_063_237R_20231014T222313_20231014T222324_PGC0_01.nc,5,63,237R,PGC0,1
568,971,568,3805,SWOT_L2_HR_PIXC_005_214_071R_20231020T072400_20231020T072411_PGC0_01.nc,5,214,071R,PGC0,1
569,973,569,3807,SWOT_L2_HR_PIXC_005_214_072R_20231020T072410_20231020T072421_PGC0_01.nc,5,214,072R,PGC0,1
570,975,570,3809,SWOT_L2_HR_PIXC_005_214_073R_20231020T072420_20231020T072431_PGC0_01.nc,5,214,073R,PGC0,1
571,977,571,3811,SWOT_L2_HR_PIXC_005_214_074R_20231020T072430_20231020T072441_PGC0_01.nc,5,214,074R,PGC0,1
572,979,572,3814,SWOT_L2_HR_PIXC_005_214_075R_20231020T072440_20231020T072448_PGC0_01.nc,5,214,075R,PGC0,1
573,986,573,3823,SWOT_L2_HR_PIXC_005_242_071L_20231021T072431_20231021T072442_PGC0_01.nc,5,242,071L,PGC0,1
574,988,574,3824,SWOT_L2_HR_PIXC_005_242_072L_20231021T072441_20231021T072452_PGC0_01.nc,5,242,072L,PGC0,1
575,989,575,3822,SWOT_L2_HR_PIXC_005_242_072R_20231021T072441_20231021T072452_PGC0_01.nc,5,242,072R,PGC0,1
576,990,576,3826,SWOT_L2_HR_PIXC_005_242_073L_20231021T072451_20231021T072502_PGC0_01.nc,5,242,073L,PGC0,1
577,991,577,3825,SWOT_L2_HR_PIXC_005_242_073R_20231021T072451_20231021T072502_PGC0_01.nc,5,242,073R,PGC0,1
578,992,578,3828,SWOT_L2_HR_PIXC_005_242_074L_20231021T072501_20231021T072512_PGC0_01.nc,5,242,074L,PGC0,1
579,993,579,3827,SWOT_L2_HR_PIXC_005_242_074R_20231021T072501_20231021T072512_PGC0_01.nc,5,242,074R,PGC0,1
580,994,580,3830,SWOT_L2_HR_PIXC_005_242_075L_20231021T072511_20231021T072522_PGC0_01.nc,5,242,075L,PGC0,1
581,995,581,3829,SWOT_L2_HR_PIXC_005_242_075R_20231021T072511_20231021T072522_PGC0_01.nc,5,242,075R,PGC0,1
582,996,582,3832,SWOT_L2_HR_PIXC_005_242_076L_20231021T072521_20231021T072532_PGC0_01.nc,5,242,076L,PGC0,1
583,997,583,3831,SWOT_L2_HR_PIXC_005_242_076R_20231021T072521_20231021T072532_PGC0_01.nc,5,242,076R,PGC0,1
584,998,584,3834,SWOT_L2_HR_PIXC_005_242_077L_20231021T072531_20231021T072534_PGC0_01.nc,5,242,077L,PGC0,1
585,999,585,3833,SWOT_L2_HR_PIXC_005_242_077R_20231021T072531_20231021T072534_PGC0_01.nc,5,242,077R,PGC0,1
586,1005,586,3841,SWOT_L2_HR_PIXC_005_270_072L_20231022T072512_20231022T072523_PGC0_01.nc,5,270,072L,PGC0,1
587,1011,587,3847,SWOT_L2_HR_PIXC_005_270_075L_20231022T072542_20231022T072553_PGC0_01.nc,5,270,075L,PGC0,1
588,1012,588,3846,SWOT_L2_HR_PIXC_005_270_075R_20231022T072542_20231022T072553_PGC0_01.nc,5,270,075R,PGC0,1
589,1013,589,3848,SWOT_L2_HR_PIXC_005_270_076L_20231022T072552_20231022T072603_PGC0_01.nc,5,270,076L,PGC0,1
590,1014,590,3849,SWOT_L2_HR_PIXC_005_270_076R_20231022T072552_20231022T072603_PGC0_01.nc,5,270,076R,PGC0,1
591,1015,591,3850,SWOT_L2_HR_PIXC_005_270_077L_20231022T072602_20231022T072613_PGC0_01.nc,5,270,077L,PGC0,1
592,1016,592,3851,SWOT_L2_HR_PIXC_005_270_077R_20231022T072602_20231022T072613_PGC0_01.nc,5,270,077R,PGC0,1
593,1017,593,3853,SWOT_L2_HR_PIXC_005_270_078L_20231022T072612_20231022T072623_PGC0_01.nc,5,270,078L,PGC0,1
594,1018,594,3852,SWOT_L2_HR_PIXC_005_270_078R_20231022T072612_20231022T072623_PGC0_01.nc,5,270,078R,PGC0,1
595,1019,595,3855,SWOT_L2_HR_PIXC_005_270_079L_20231022T072622_20231022T072626_PGC0_01.nc,5,270,079L,PGC0,1
596,1020,596,3854,SWOT_L2_HR_PIXC_005_270_079R_20231022T072622_20231022T072626_PGC0_01.nc,5,270,079R,PGC0,1
597,1021,597,3857,SWOT_L2_HR_PIXC_005_270_081L_20231022T072643_20231022T072651_PGC0_01.nc,5,270,081L,PGC0,1
598,1022,598,3856,SWOT_L2_HR_PIXC_005_270_081R_20231022T072643_20231022T072651_PGC0_01.nc,5,270,081R,PGC0,1
599,1023,599,3858,SWOT_L2_HR_PIXC_005_285_233L_20231022T204355_20231022T204359_PGC0_01.nc,5,285,233L,PGC0,1
600,1025,600,3861,SWOT_L2_HR_PIXC_005_285_234L_20231022T204358_20231022T204409_PGC0_01.nc,5,285,234L,PGC0,1
601,1027,601,3863,SWOT_L2_HR_PIXC_005_285_235L_20231022T204408_20231022T204419_PGC0_01.nc,5,285,235L,PGC0,1
602,1039,602,3874,SWOT_L2_HR_PIXC_005_298_075L_20231023T072613_20231023T072624_PGC0_01.nc,5,298,075L,PGC0,1
603,1040,603,3876,SWOT_L2_HR_PIXC_005_298_076L_20231023T072623_20231023T072634_PGC0_01.nc,5,298,076L,PGC0,1
604,1041,604,3875,SWOT_L2_HR_PIXC_005_298_076R_20231023T072623_20231023T072634_PGC0_01.nc,5,298,076R,PGC0,1
605,1042,605,3878,SWOT_L2_HR_PIXC_005_298_077L_20231023T072633_20231023T072644_PGC0_01.nc,5,298,077L,PGC0,1
606,1043,606,3877,SWOT_L2_HR_PIXC_005_298_077R_20231023T072633_20231023T072644_PGC0_01.nc,5,298,077R,PGC0,1
607,1044,607,3880,SWOT_L2_HR_PIXC_005_298_078L_20231023T072643_20231023T072654_PGC0_01.nc,5,298,078L,PGC0,1
608,1045,608,3879,SWOT_L2_HR_PIXC_005_298_078R_20231023T072643_20231023T072654_PGC0_01.nc,5,298,078R,PGC0,1
609,1046,609,3882,SWOT_L2_HR_PIXC_005_298_079L_20231023T072653_20231023T072704_PGC0_01.nc,5,298,079L,PGC0,1
610,1047,610,3881,SWOT_L2_HR_PIXC_005_298_079R_20231023T072653_20231023T072704_PGC0_01.nc,5,298,079R,PGC0,1
611,1048,611,3884,SWOT_L2_HR_PIXC_005_298_080L_20231023T072703_20231023T072714_PGC0_01.nc,5,298,080L,PGC0,1
612,1049,612,3883,SWOT_L2_HR_PIXC_005_298_080R_20231023T072703_20231023T072714_PGC0_01.nc,5,298,080R,PGC0,1
613,1050,613,3886,SWOT_L2_HR_PIXC_005_298_081L_20231023T072713_20231023T072724_PGC0_01.nc,5,298,081L,PGC0,1
614,1051,614,3885,SWOT_L2_HR_PIXC_005_298_081R_20231023T072713_20231023T072724_PGC0_01.nc,5,298,081R,PGC0,1
615,1052,615,3888,SWOT_L2_HR_PIXC_005_298_082L_20231023T072723_20231023T072734_PGC0_01.nc,5,298,082L,PGC0,1
616,1053,616,3887,SWOT_L2_HR_PIXC_005_298_082R_20231023T072723_20231023T072734_PGC0_01.nc,5,298,082R,PGC0,1
617,1054,617,3890,SWOT_L2_HR_PIXC_005_298_083L_20231023T072733_20231023T072740_PGC0_01.nc,5,298,083L,PGC0,1
618,1055,618,3889,SWOT_L2_HR_PIXC_005_298_083R_20231023T072733_20231023T072740_PGC0_01.nc,5,298,083R,PGC0,1
619,1056,619,3891,SWOT_L2_HR_PIXC_005_313_227L_20231023T204325_20231023T204330_PGC0_01.nc,5,313,227L,PGC0,1
620,1057,620,3892,SWOT_L2_HR_PIXC_005_313_227R_20231023T204325_20231023T204330_PGC0_01.nc,5,313,227R,PGC0,1
621,1058,621,3894,SWOT_L2_HR_PIXC_005_313_228L_20231023T204329_20231023T204338_PGC0_01.nc,5,313,228L,PGC0,1
622,1059,622,3893,SWOT_L2_HR_PIXC_005_313_228R_20231023T204329_20231023T204338_PGC0_01.nc,5,313,228R,PGC0,1
623,1060,623,3896,SWOT_L2_HR_PIXC_005_313_231L_20231023T204408_20231023T204410_PGC0_01.nc,5,313,231L,PGC0,1
624,1062,624,3898,SWOT_L2_HR_PIXC_005_313_232L_20231023T204409_20231023T204420_PGC0_01.nc,5,313,232L,PGC0,1
625,1063,625,3897,SWOT_L2_HR_PIXC_005_313_232R_20231023T204409_20231023T204420_PGC0_01.nc,5,313,232R,PGC0,1
626,1064,626,3900,SWOT_L2_HR_PIXC_005_313_233L_20231023T204419_20231023T204430_PGC0_01.nc,5,313,233L,PGC0,1
627,1065,627,3899,SWOT_L2_HR_PIXC_005_313_233R_20231023T204419_20231023T204430_PGC0_01.nc,5,313,233R,PGC0,1
628,1066,628,3902,SWOT_L2_HR_PIXC_005_313_234L_20231023T204429_20231023T204440_PGC0_01.nc,5,313,234L,PGC0,1
629,1067,629,3901,SWOT_L2_HR_PIXC_005_313_234R_20231023T204429_20231023T204440_PGC0_01.nc,5,313,234R,PGC0,1
630,1068,630,3904,SWOT_L2_HR_PIXC_005_313_235L_20231023T204439_20231023T204450_PGC0_01.nc,5,313,235L,PGC0,1
631,1069,631,3903,SWOT_L2_HR_PIXC_005_313_235R_20231023T204439_20231023T204450_PGC0_01.nc,5,313,235R,PGC0,1
632,1070,632,3906,SWOT_L2_HR_PIXC_005_313_236L_20231023T204449_20231023T204500_PGC0_01.nc,5,313,236L,PGC0,1
633,1071,633,3905,SWOT_L2_HR_PIXC_005_313_236R_20231023T204449_20231023T204500_PGC0_01.nc,5,313,236R,PGC0,1
634,1072,634,3908,SWOT_L2_HR_PIXC_005_313_237L_20231023T204459_20231023T204510_PGC0_01.nc,5,313,237L,PGC0,1
635,1073,635,3907,SWOT_L2_HR_PIXC_005_313_237R_20231023T204459_20231023T204510_PGC0_01.nc,5,313,237R,PGC0,1
636,1074,636,3910,SWOT_L2_HR_PIXC_005_313_238L_20231023T204509_20231023T204520_PGC0_01.nc,5,313,238L,PGC0,1
637,1075,637,3909,SWOT_L2_HR_PIXC_005_313_238R_20231023T204509_20231023T204520_PGC0_01.nc,5,313,238R,PGC0,1
638,1079,638,3915,SWOT_L2_HR_PIXC_005_341_226L_20231024T204342_20231024T204351_PGC0_01.nc,5,341,226L,PGC0,1
639,1080,639,3914,SWOT_L2_HR_PIXC_005_341_226R_20231024T204342_20231024T204351_PGC0_01.nc,5,341,226R,PGC0,1
640,1081,640,3917,SWOT_L2_HR_PIXC_005_341_227L_20231024T204350_20231024T204401_PGC0_01.nc,5,341,227L,PGC0,1
641,1082,641,3916,SWOT_L2_HR_PIXC_005_341_227R_20231024T204350_20231024T204401_PGC0_01.nc,5,341,227R,PGC0,1
642,1083,642,3919,SWOT_L2_HR_PIXC_005_341_228L_20231024T204400_20231024T204411_PGC0_01.nc,5,341,228L,PGC0,1
643,1084,643,3918,SWOT_L2_HR_PIXC_005_341_228R_20231024T204400_20231024T204411_PGC0_01.nc,5,341,228R,PGC0,1
644,1085,644,3921,SWOT_L2_HR_PIXC_005_341_229L_20231024T204410_20231024T204421_PGC0_01.nc,5,341,229L,PGC0,1
645,1086,645,3920,SWOT_L2_HR_PIXC_005_341_229R_20231024T204410_20231024T204421_PGC0_01.nc,5,341,229R,PGC0,1
646,1087,646,3923,SWOT_L2_HR_PIXC_005_341_230L_20231024T204420_20231024T204431_PGC0_01.nc,5,341,230L,PGC0,1
647,1088,647,3922,SWOT_L2_HR_PIXC_005_341_230R_20231024T204420_20231024T204431_PGC0_01.nc,5,341,230R,PGC0,1
648,1089,648,3925,SWOT_L2_HR_PIXC_005_341_231L_20231024T204430_20231024T204441_PGC0_01.nc,5,341,231L,PGC0,1
649,1090,649,3924,SWOT_L2_HR_PIXC_005_341_231R_20231024T204430_20231024T204441_PGC0_01.nc,5,341,231R,PGC0,1
650,1091,650,3927,SWOT_L2_HR_PIXC_005_341_232L_20231024T204440_20231024T204451_PGC0_01.nc,5,341,232L,PGC0,1
651,1092,651,3926,SWOT_L2_HR_PIXC_005_341_232R_20231024T204440_20231024T204451_PGC0_01.nc,5,341,232R,PGC0,1
652,1093,652,3930,SWOT_L2_HR_PIXC_005_341_233L_20231024T204450_20231024T204501_PGC0_01.nc,5,341,233L,PGC0,1
653,1094,653,3928,SWOT_L2_HR_PIXC_005_341_233R_20231024T204450_20231024T204501_PGC0_01.nc,5,341,233R,PGC0,1
654,1095,654,3931,SWOT_L2_HR_PIXC_005_341_234L_20231024T204500_20231024T204511_PGC0_01.nc,5,341,234L,PGC0,1
655,1096,655,3929,SWOT_L2_HR_PIXC_005_341_234R_20231024T204500_20231024T204511_PGC0_01.nc,5,341,234R,PGC0,1
656,1097,656,3932,SWOT_L2_HR_PIXC_005_341_235L_20231024T204510_20231024T204521_PGC0_01.nc,5,341,235L,PGC0,1
657,1098,657,3933,SWOT_L2_HR_PIXC_005_341_235R_20231024T204510_20231024T204521_PGC0_01.nc,5,341,235R,PGC0,1
658,1099,658,3935,SWOT_L2_HR_PIXC_005_341_236L_20231024T204520_20231024T204531_PGC0_01.nc,5,341,236L,PGC0,1
659,1101,659,3937,SWOT_L2_HR_PIXC_005_341_237L_20231024T204530_20231024T204541_PGC0_01.nc,5,341,237L,PGC0,1
660,1102,660,3936,SWOT_L2_HR_PIXC_005_341_237R_20231024T204530_20231024T204541_PGC0_01.nc,5,341,237R,PGC0,1
661,1104,661,3938,SWOT_L2_HR_PIXC_005_341_238R_20231024T204540_20231024T204551_PGC0_01.nc,5,341,238R,PGC0,1
662,1108,662,3943,SWOT_L2_HR_PIXC_005_369_233R_20231025T204521_20231025T204532_PGC0_01.nc,5,369,233R,PGC0,1
663,1109,663,3944,SWOT_L2_HR_PIXC_005_369_234R_20231025T204531_20231025T204542_PGC0_01.nc,5,369,234R,PGC0,1
664,1111,664,3946,SWOT_L2_HR_PIXC_005_369_236R_20231025T204551_20231025T204602_PGC0_01.nc,5,369,236R,PGC0,1
665,1126,665,3961,SWOT_L2_HR_PIXC_005_492_073R_20231030T054637_20231030T054648_PGC0_01.nc,5,492,073R,PGC0,1
666,1127,666,3962,SWOT_L2_HR_PIXC_005_492_074R_20231030T054647_20231030T054658_PGC0_01.nc,5,492,074R,PGC0,1
667,1128,667,3963,SWOT_L2_HR_PIXC_005_492_075R_20231030T054657_20231030T054708_PGC0_01.nc,5,492,075R,PGC0,1
668,1132,668,3968,SWOT_L2_HR_PIXC_005_520_071L_20231031T054648_20231031T054659_PGC0_01.nc,5,520,071L,PGC0,1
669,1133,669,3967,SWOT_L2_HR_PIXC_005_520_071R_20231031T054648_20231031T054659_PGC0_01.nc,5,520,071R,PGC0,1
670,1134,670,3970,SWOT_L2_HR_PIXC_005_520_072L_20231031T054658_20231031T054709_PGC0_01.nc,5,520,072L,PGC0,1
671,1135,671,3969,SWOT_L2_HR_PIXC_005_520_072R_20231031T054658_20231031T054709_PGC0_01.nc,5,520,072R,PGC0,1
672,1136,672,3972,SWOT_L2_HR_PIXC_005_520_073L_20231031T054708_20231031T054719_PGC0_01.nc,5,520,073L,PGC0,1
673,1137,673,3971,SWOT_L2_HR_PIXC_005_520_073R_20231031T054708_20231031T054719_PGC0_01.nc,5,520,073R,PGC0,1
674,1138,674,3974,SWOT_L2_HR_PIXC_005_520_074L_20231031T054718_20231031T054729_PGC0_01.nc,5,520,074L,PGC0,1
675,1139,675,3973,SWOT_L2_HR_PIXC_005_520_074R_20231031T054718_20231031T054729_PGC0_01.nc,5,520,074R,PGC0,1
676,1140,676,3976,SWOT_L2_HR_PIXC_005_520_075L_20231031T054728_20231031T054739_PGC0_01.nc,5,520,075L,PGC0,1
677,1141,677,3975,SWOT_L2_HR_PIXC_005_520_075R_20231031T054728_20231031T054739_PGC0_01.nc,5,520,075R,PGC0,1
678,1142,678,3977,SWOT_L2_HR_PIXC_005_520_076L_20231031T054738_20231031T054746_PGC0_01.nc,5,520,076L,PGC0,1
679,1143,679,3978,SWOT_L2_HR_PIXC_005_520_076R_20231031T054738_20231031T054746_PGC0_01.nc,5,520,076R,PGC0,1
680,1150,680,3984,SWOT_L2_HR_PIXC_005_548_072R_20231101T054729_20231101T054740_PGC0_01.nc,5,548,072R,PGC0,1
681,1151,681,3987,SWOT_L2_HR_PIXC_005_548_073L_20231101T054739_20231101T054750_PGC0_01.nc,5,548,073L,PGC0,1
682,1153,682,3989,SWOT_L2_HR_PIXC_005_548_074L_20231101T054749_20231101T054800_PGC0_01.nc,5,548,074L,PGC0,1
683,1154,683,3988,SWOT_L2_HR_PIXC_005_548_074R_20231101T054749_20231101T054800_PGC0_01.nc,5,548,074R,PGC0,1
684,1155,684,3991,SWOT_L2_HR_PIXC_005_548_075L_20231101T054759_20231101T054810_PGC0_01.nc,5,548,075L,PGC0,1
685,1156,685,3990,SWOT_L2_HR_PIXC_005_548_075R_20231101T054759_20231101T054810_PGC0_01.nc,5,548,075R,PGC0,1
686,1157,686,3992,SWOT_L2_HR_PIXC_005_548_076L_20231101T054809_20231101T054820_PGC0_01.nc,5,548,076L,PGC0,1
687,1158,687,3993,SWOT_L2_HR_PIXC_005_548_076R_20231101T054809_20231101T054820_PGC0_01.nc,5,548,076R,PGC0,1
688,1159,688,3995,SWOT_L2_HR_PIXC_005_548_077L_20231101T054819_20231101T054830_PGC0_01.nc,5,548,077L,PGC0,1
689,1160,689,3994,SWOT_L2_HR_PIXC_005_548_077R_20231101T054819_20231101T054830_PGC0_01.nc,5,548,077R,PGC0,1
690,1162,690,3996,SWOT_L2_HR_PIXC_005_548_078R_20231101T054829_20231101T054831_PGC0_01.nc,5,548,078R,PGC0,1
691,1166,691,4001,SWOT_L2_HR_PIXC_005_563_234L_20231101T190622_20231101T190626_PGC0_01.nc,5,563,234L,PGC0,1
692,1167,692,4002,SWOT_L2_HR_PIXC_005_563_235L_20231101T190625_20231101T190636_PGC0_01.nc,5,563,235L,PGC0,1
693,1175,693,4009,SWOT_L2_HR_PIXC_005_576_073L_20231102T054810_20231102T054821_PGC0_01.nc,5,576,073L,PGC0,1
694,1179,694,4015,SWOT_L2_HR_PIXC_005_576_075L_20231102T054830_20231102T054841_PGC0_01.nc,5,576,075L,PGC0,1
695,1180,695,4013,SWOT_L2_HR_PIXC_005_576_075R_20231102T054830_20231102T054841_PGC0_01.nc,5,576,075R,PGC0,1
696,1181,696,4017,SWOT_L2_HR_PIXC_005_576_076L_20231102T054840_20231102T054851_PGC0_01.nc,5,576,076L,PGC0,1
697,1182,697,4016,SWOT_L2_HR_PIXC_005_576_076R_20231102T054840_20231102T054851_PGC0_01.nc,5,576,076R,PGC0,1
698,1183,698,4018,SWOT_L2_HR_PIXC_005_576_077L_20231102T054850_20231102T054901_PGC0_01.nc,5,576,077L,PGC0,1
699,1184,699,4019,SWOT_L2_HR_PIXC_005_576_077R_20231102T054850_20231102T054901_PGC0_01.nc,5,576,077R,PGC0,1
700,1185,700,4021,SWOT_L2_HR_PIXC_005_576_078L_20231102T054900_20231102T054911_PGC0_01.nc,5,576,078L,PGC0,1
701,1186,701,4020,SWOT_L2_HR_PIXC_005_576_078R_20231102T054900_20231102T054911_PGC0_01.nc,5,576,078R,PGC0,1
702,1187,702,4023,SWOT_L2_HR_PIXC_005_576_079L_20231102T054910_20231102T054921_PGC0_01.nc,5,576,079L,PGC0,1
703,1188,703,4022,SWOT_L2_HR_PIXC_005_576_079R_20231102T054910_20231102T054921_PGC0_01.nc,5,576,079R,PGC0,1
704,1189,704,4025,SWOT_L2_HR_PIXC_005_576_080L_20231102T054920_20231102T054931_PGC0_01.nc,5,576,080L,PGC0,1
705,1190,705,4024,SWOT_L2_HR_PIXC_005_576_080R_20231102T054920_20231102T054931_PGC0_01.nc,5,576,080R,PGC0,1
706,1191,706,4027,SWOT_L2_HR_PIXC_005_576_081L_20231102T054930_20231102T054941_PGC0_01.nc,5,576,081L,PGC0,1
707,1192,707,4026,SWOT_L2_HR_PIXC_005_576_081R_20231102T054930_20231102T054941_PGC0_01.nc,5,576,081R,PGC0,1
708,1193,708,4029,SWOT_L2_HR_PIXC_005_576_082L_20231102T054940_20231102T054945_PGC0_01.nc,5,576,082L,PGC0,1
709,1194,709,4028,SWOT_L2_HR_PIXC_005_576_082R_20231102T054940_20231102T054945_PGC0_01.nc,5,576,082R,PGC0,1
710,1195,710,4031,SWOT_L2_HR_PIXC_006_007_232L_20231102T190633_20231102T190637_PGC0_01.nc,6,7,232L,PGC0,1
711,1196,711,4030,SWOT_L2_HR_PIXC_006_007_232R_20231102T190633_20231102T190637_PGC0_01.nc,6,7,232R,PGC0,1
712,1197,712,4032,SWOT_L2_HR_PIXC_006_007_233L_20231102T190636_20231102T190647_PGC0_01.nc,6,7,233L,PGC0,1
713,1198,713,4033,SWOT_L2_HR_PIXC_006_007_233R_20231102T190636_20231102T190647_PGC0_01.nc,6,7,233R,PGC0,1
